id_registro,equipamento,situacao,temperatura_c,vibracao_mm_s,producao_pecas_h
547,  Robô 02,Fora de operação,64.31,3.41,0
548,  Bomba 01,Fora de operação,71.9,4.42,0
549,Esteira 02  ,Fora de operação,70.23,3.37,0
550, Motor 02,Em operação,72.02,3.75,216
551,  Robô 01,parado,59.47,2.36,0
552, Bomba 02,PARADO,59.91,1.94,0
553,Motor 03  ,OPERANDO,63.16,3.14,260
554,Compressor 01  ,Operando,78.44,1.26,304
555, Motor 03,Em manutenção,60.3,3.96,20
556,  Compressor 01,Manutenção,56.0,3.18,14
557, Compressor 01,operando,55.56,2.39,236
558,Esteira 02,Em operação,67.91,3.92,379
559,Compressor 01  ,manutencao,68.16,1.94,16
560,Motor 02  ,operando,66.02,4.34,273
561,Robô 01,MANUTENÇÃO,65.3,1.87,13
562,  Motor 02  ,Em manutenção,64.0,2.48,27
563,  Motor 01,Em operação,59.51,4.6,292
564, Motor 02,Ligado,70.47,1.86,269
565,  Robô 02  ,parado,68.93,3.57,0
566, Esteira 01,MANUTENÇÃO,73.06,3.44,8
567,Robô 02  ,OPERANDO,62.12,4.5,254
568,Robô 02 ,Em manutenção,52.03,2.91,26
569, Motor 02,MANUTENÇÃO,70.49,0.92,8
570,  Motor 03  ,Em manutenção,69.65,3.52,10
571,  Esteira 01  ,parado,57.83,3.19,0
572,  Esteira 02  ,parado,65.04,3.38,0
573,  Motor 02,Desligado,66.99,1.56,0
574,  Bomba 01,PARADO,66.77,3.16,0
575,  Motor 02  ,PARADO,59.84,1.94,0
576,Motor 02  ,parado,68.49,4.14,0
577,  Esteira 01,Em operação,64.47,3.83,320
578, Robô 02,Fora de operação,74.4,1.69,0
579,Motor 01,operando,57.65,1.74,184
580, Motor 02,PARADO,46.1,3.94,0
581, Bomba 02,manutencao,79.19,1.99,9
582,Motor 03 ,operando,64.0,2.47,275
583,Motor 03,parado,59.07,1.96,0
584,  Esteira 01,Manutenção,69.63,3.34,6
585,Compressor 01,OPERANDO,59.95,2.43,293
586,Motor 01,manutencao,65.03,3.52,27
587,  Bomba 02  ,OPERANDO,62.0,3.2,202
588,Motor 02,Parado,63.03,3.72,0
589, Bomba 02,Manutenção,70.88,3.08,16
590,Robô 02,Fora de operação,62.57,2.23,0
591,  Esteira 01  ,manutencao,71.19,3.94,21
592, Compressor 01,operando,70.06,2.77,211
593,  Robô 02  ,parado,62.58,3.95,0
594, Motor 03,Em operação,63.75,2.5,333
595,  Robô 02  ,Fora de operação,63.37,5.42,0
596,  Motor 01  ,Manut.,64.3,4.24,16
597,  Esteira 01  ,parado,66.34,3.42,0
598,  Esteira 01,parado,73.26,3.87,0
599,Robô 02,Desligado,67.83,3.0,0
600,Bomba 01 ,OPERANDO,56.86,4.35,287
601,Bomba 01  ,Manutenção,70.68,4.1,24
602,Motor 02,Fora de operação,71.97,3.42,0
603,Motor 01,MANUTENÇÃO,62.39,3.59,22
604,  Robô 01,parado,66.13,2.7,0
605,Robô 01  ,Fora de operação,68.68,3.44,0
606,Motor 02  ,Manut.,70.69,4.84,17
607,  Bomba 01,Fora de operação,58.18,1.68,0
608,Motor 02 ,manutencao,50.98,4.05,7
609, Motor 01,operando,70.09,2.87,336
610,Robô 02,Em operação,61.84,1.83,224
611,Motor 02,manutencao,67.69,3.21,15
612,Bomba 01  ,Desligado,69.3,1.54,0
613,Motor 03 ,OPERANDO,66.98,1.07,367
614,Motor 02,Parado,68.96,2.35,0
615,Motor 02 ,manutencao,76.72,2.88,15
616,Compressor 01  ,Parado,80.03,3.78,0
617,Motor 03 ,OPERANDO,66.9,3.57,326
618, Motor 02,manutencao,64.9,3.08,27
619, Motor 01,Operando,60.23,3.27,218
620,Motor 03,Desligado,70.63,1.61,0
621, Bomba 02,Parado,67.17,5.32,0
622,Bomba 01 ,Em manutenção,72.97,3.55,16
623, Motor 01,Ligado,73.62,0.44,282
624,  Motor 02,Em manutenção,64.28,4.99,10
625,Motor 02  ,PARADO,71.68,3.13,0
626,Robô 02 ,manutencao,61.39,2.32,18
627, Compressor 01,manutencao,76.59,2.11,7
628,Motor 03,Manut.,62.69,3.49,11
629,Motor 01 ,Operando,67.38,2.13,368
630,Esteira 02,Ligado,61.93,2.96,305
631, Motor 01,manutencao,66.61,3.39,7
632,  Robô 01,manutencao,73.14,2.42,23
633,Motor 02  ,operando,57.04,3.05,280
634,Motor 02  ,Fora de operação,76.54,3.66,0
635, Motor 03,Em operação,66.58,3.97,385
636,  Bomba 02  ,Em manutenção,66.44,2.23,8
637,Esteira 01,Ligado,74.88,4.39,207
638,Motor 03,OPERANDO,61.22,3.37,210
639,Robô 01 ,MANUTENÇÃO,68.58,3.93,8
640,Motor 02,OPERANDO,69.11,2.3,360
641,Robô 02,Ligado,70.21,2.34,203
642,Esteira 01 ,parado,56.51,2.97,0
643, Esteira 02,Operando,80.13,2.52,322
644, Robô 01,operando,54.72,3.53,215
645,Motor 02,Operando,76.64,0.61,213
646,  Esteira 01,Parado,60.57,0.93,0
647,Motor 02  ,Fora de operação,66.29,4.93,0
648,Motor 01,Ligado,73.2,2.48,212
649,Motor 02 ,operando,74.5,3.39,223
650,  Robô 02,Em manutenção,65.69,1.94,12
651, Bomba 02,Parado,67.99,3.73,0
652,  Esteira 02,Manut.,72.74,4.21,19
653,  Esteira 01  ,Em operação,52.51,3.11,302
654,Motor 01,Em operação,61.59,3.8,344
655, Robô 01,Manutenção,75.76,3.05,0
656,  Bomba 02  ,Parado,54.89,3.32,0
657,Bomba 01  ,Desligado,64.58,3.82,0
658,Motor 01 ,Fora de operação,69.88,5.19,0
659,Esteira 02,MANUTENÇÃO,75.58,3.03,24
660, Robô 02,OPERANDO,75.28,3.96,248
661,  Robô 01  ,Operando,68.5,0.68,327
662,Bomba 02 ,Manut.,74.19,1.46,5
663,Esteira 01  ,Parado,70.74,1.65,0
664,Robô 02,manutencao,61.8,0.79,18
665,Motor 03  ,Ligado,73.61,1.54,306
666,Robô 01 ,OPERANDO,63.96,3.13,239
667, Robô 02,Operando,66.74,3.09,414
668, Robô 02,MANUTENÇÃO,74.59,4.26,29
669,Bomba 01,Operando,73.55,4.35,216
670,Motor 02  ,Em manutenção,65.2,3.39,22
671,Bomba 02  ,operando,63.8,3.86,220
672,  Bomba 02  ,PARADO,64.44,2.6,0
673,  Robô 01  ,Manut.,78.1,2.34,7
674, Robô 02,parado,63.26,4.53,0
675, Motor 03,manutencao,77.89,3.12,18
676,Bomba 02  ,Operando,69.54,3.9,387
677, Robô 02,Manutenção,51.93,2.16,4
678,  Bomba 01  ,operando,68.5,5.93,222
679,  Motor 02  ,Manutenção,57.63,1.5,14
680,Motor 01 ,Ligado,67.01,3.47,245
681,  Motor 02  ,Operando,74.18,3.42,287
682,  Motor 03,PARADO,71.8,2.47,0
683,Bomba 02,Em manutenção,53.13,3.36,20
684, Esteira 01,PARADO,79.11,3.96,0
685,Esteira 02,Parado,66.77,3.57,0
686, Bomba 01,Manut.,58.94,4.24,17
687,Motor 02 ,Fora de operação,81.74,2.9,0
688,  Motor 01,Manutenção,74.48,4.91,5
689,Motor 01,Parado,68.25,3.72,0
690,  Robô 01  ,Manut.,66.31,2.32,9
691, Esteira 02,operando,75.68,3.5,395
692, Compressor 01,Operando,62.26,3.91,255
693,  Robô 02,Ligado,70.91,3.49,343
694,Esteira 02,PARADO,70.34,2.39,0
695,  Bomba 02,PARADO,71.34,2.62,0
696,  Robô 01,OPERANDO,62.27,3.81,227
697,Compressor 01,Em operação,61.91,3.39,394
698,Esteira 02  ,Operando,73.29,4.36,204
699,  Motor 02  ,Parado,69.59,2.13,0
700, Robô 02,Desligado,73.42,3.47,0
701,  Robô 01,Desligado,60.67,0.93,0
702, Robô 02,PARADO,64.88,4.06,0
703,Motor 01  ,Fora de operação,77.19,2.05,0
704, Robô 02,operando,74.26,2.76,222
705, Esteira 01,OPERANDO,69.73,3.21,354
706, Bomba 02,Em manutenção,57.75,1.74,8
707,  Bomba 01  ,Manut.,68.05,2.7,17
708,Bomba 02  ,Parado,72.26,2.15,0
709,  Motor 01  ,Fora de operação,56.59,2.19,0
710,  Motor 02,OPERANDO,72.56,4.17,374
711,Motor 02,Fora de operação,69.27,1.37,0
712,Robô 01 ,Manut.,61.17,3.62,15
713,Robô 02  ,PARADO,72.46,3.29,0
714,Motor 03  ,Fora de operação,64.01,2.18,0
715,Bomba 02 ,manutencao,67.9,4.75,29
716,Esteira 02 ,Operando,60.48,4.61,259
717,  Esteira 02,Em manutenção,65.94,2.67,27
718, Esteira 01,Em operação,74.48,2.93,391
719,Bomba 01 ,manutencao,58.27,3.82,6
720, Compressor 01,Manut.,72.16,1.63,24
721,Robô 01 ,Em manutenção,78.63,3.71,2
722,  Esteira 02  ,Desligado,56.99,4.09,0
723,Robô 01  ,Operando,73.58,4.91,231
724, Motor 01,Operando,51.93,3.7,360
725,Esteira 01 ,Parado,70.7,2.04,0
726,  Motor 02  ,Operando,67.41,4.26,294
727,  Motor 03,Fora de operação,60.9,2.81,0
728,  Esteira 02  ,Em manutenção,64.85,2.34,12
729, Motor 01,Em manutenção,50.72,1.96,27
730,  Esteira 01  ,Ligado,64.57,2.39,284
731,Robô 01,Em manutenção,69.26,1.42,0
732, Compressor 01,Manutenção,72.84,4.69,7
733,Esteira 02  ,MANUTENÇÃO,77.35,2.55,22
734,  Esteira 02,Manut.,62.37,3.75,8
735,  Esteira 01,Em operação,61.23,1.43,281
736,Robô 02,Operando,56.71,2.99,395
737,Bomba 01  ,Manutenção,62.26,2.65,21
738,  Motor 02,operando,64.09,3.79,263
739,Esteira 02 ,Manutenção,63.42,1.05,9
740, Esteira 01,Desligado,68.46,0.97,0
741,  Robô 02,Manutenção,65.37,3.6,0
742,Compressor 01 ,Em operação,72.94,2.54,368
743,Motor 01  ,manutencao,79.87,3.04,10
744,  Esteira 01  ,Desligado,61.86,2.23,0
745,Bomba 01  ,Em operação,74.57,1.52,404
746, Robô 01,Em operação,70.0,3.4,246
747, Robô 01,Manutenção,75.24,2.24,7
748, Bomba 01,manutencao,72.05,2.35,28
749,Bomba 01 ,Em operação,60.29,2.53,210
750,Compressor 01,Em manutenção,60.87,2.11,19
751,  Motor 02,Manut.,68.21,3.57,21
752,Bomba 02  ,Em operação,54.9,4.15,218
753, Motor 03,Parado,59.35,3.8,0
754, Compressor 01,Parado,69.86,2.62,0
755,  Motor 02,Parado,64.03,2.64,0
756,Motor 01,PARADO,65.26,4.77,0
757,Motor 03  ,MANUTENÇÃO,73.68,4.57,24
758, Motor 02,Fora de operação,60.22,3.53,0
759,  Bomba 02,parado,75.64,3.14,0
760,Bomba 01,Manut.,61.19,4.8,6
761,  Motor 01  ,Operando,63.3,2.56,357
762,Bomba 01 ,OPERANDO,73.62,3.81,258
763,Motor 03,Em manutenção,83.35,3.79,14
764,Robô 01  ,Desligado,59.32,4.88,0
765,Motor 03 ,Manut.,55.36,3.2,5
766,Bomba 02,Ligado,70.26,5.96,234
767,Motor 01  ,Desligado,70.26,3.93,0
768,  Motor 01,Manut.,59.35,1.77,19
769,Motor 01  ,Operando,61.65,1.86,185
770,  Motor 01  ,operando,61.07,3.59,320
771,  Esteira 02,manutencao,73.17,4.36,20
772,Motor 01 ,parado,61.56,1.85,0
773,Esteira 02  ,Fora de operação,64.78,2.11,0
774,Motor 02  ,manutencao,62.78,2.55,25
775,  Motor 02,Ligado,57.59,2.0,392
776, Robô 01,Parado,65.31,2.3,0
777,Motor 01  ,PARADO,76.04,2.28,0
778,Compressor 01 ,Ligado,77.45,3.13,412
779,Motor 02  ,Manutenção,49.91,3.19,24
780,Robô 01,manutencao,64.49,0.96,20
781,  Esteira 01,Em operação,66.8,3.42,388
782,Motor 03,Em manutenção,63.83,4.84,10
783,  Bomba 02  ,operando,76.76,4.05,191
784, Motor 01,Manutenção,63.24,2.39,28
785,Compressor 01  ,Em operação,69.23,2.79,388
786, Bomba 01,operando,52.45,4.59,249
787,  Bomba 02  ,Em manutenção,59.74,3.24,28
788,Motor 03,OPERANDO,66.19,2.77,396
789,Motor 03,parado,73.82,2.49,0
790,  Robô 02  ,PARADO,69.86,3.99,0
791,Bomba 01  ,Operando,76.37,1.53,366
792,  Motor 03,Manut.,52.41,3.26,14
793,Motor 01,Em operação,66.38,2.97,402
794,  Robô 01  ,Fora de operação,66.18,2.4,0
795,Bomba 01  ,Desligado,63.32,1.82,0
796,  Bomba 02  ,manutencao,67.06,4.02,21
797, Bomba 02,Em manutenção,73.82,1.23,19
798,Motor 01,Manutenção,74.61,2.62,15
799, Compressor 01,operando,67.06,2.22,264
800,Esteira 02,Desligado,68.72,4.51,0
801, Bomba 02,operando,54.83,3.56,294
802,  Motor 02,PARADO,59.07,5.67,0
803,Motor 01,parado,59.39,3.77,0
804,Motor 01,MANUTENÇÃO,59.29,2.25,9
805,Robô 01  ,Ligado,62.64,2.19,267
806,Bomba 01,Em manutenção,68.3,4.18,17
807,Robô 02  ,PARADO,65.62,2.17,0
808,Compressor 01,operando,67.29,2.39,267
809,  Bomba 01  ,MANUTENÇÃO,64.78,4.27,22
810,Motor 02,Manut.,68.98,3.57,22
811,Bomba 02,Em operação,63.54,2.69,418
812, Bomba 02,PARADO,69.06,2.52,0
813,Bomba 01,MANUTENÇÃO,53.26,4.27,26
814,Robô 02,MANUTENÇÃO,73.02,2.4,18
815, Robô 01,PARADO,78.42,3.14,0
816,  Robô 01,Em manutenção,53.31,1.94,24
817,  Motor 03  ,Fora de operação,72.94,4.73,0
818,  Motor 02,Manutenção,55.31,1.88,16
819,  Bomba 02,Fora de operação,77.25,2.25,0
820,  Esteira 02,Parado,74.56,2.9,0
821, Motor 03,parado,55.33,1.85,0
822,Robô 01 ,Em manutenção,62.83,1.21,22
823,  Robô 01  ,Ligado,69.97,4.43,254
824,  Bomba 01  ,OPERANDO,77.07,2.93,225
825,Robô 01  ,manutencao,59.81,1.91,24
826,Bomba 01  ,PARADO,52.48,1.91,0
827,  Bomba 02  ,manutencao,73.8,2.34,28
828,Bomba 02,Desligado,72.38,3.71,0
829,  Motor 01  ,Operando,70.61,4.68,221
830,  Esteira 02  ,Em operação,68.52,3.38,380
831, Esteira 02,MANUTENÇÃO,60.62,2.86,14
832,Motor 02  ,Em manutenção,62.94,1.95,7
833,  Robô 01,Ligado,54.53,2.98,358
834,  Esteira 02  ,Manutenção,73.57,3.39,13
835,Bomba 01  ,Operando,72.31,3.16,338
836, Compressor 01,Manut.,59.66,1.93,11
837,Robô 02  ,manutencao,57.36,2.05,30
838,Esteira 01 ,PARADO,71.67,4.46,0
839, Motor 03,manutencao,60.21,3.02,13
840,Esteira 02  ,Em operação,73.34,4.07,245
841,Motor 01 ,PARADO,65.98,2.54,0
842,Motor 03 ,Fora de operação,82.43,3.83,0
843,  Robô 02  ,Em operação,57.89,3.18,271
844,  Motor 02  ,Parado,49.66,2.7,0
845,Robô 01,MANUTENÇÃO,59.74,3.07,17
846,Bomba 02,Parado,67.87,3.78,0
847,Bomba 01 ,Parado,62.36,5.46,0
848,Robô 02  ,PARADO,80.04,3.06,0
849,Motor 01,Manutenção,64.06,3.71,20
850,Robô 02  ,Ligado,77.25,2.71,262
851,Bomba 02,parado,66.54,4.7,0
852,Motor 01  ,Em manutenção,68.08,1.91,16
853,  Compressor 01,Operando,64.08,4.49,262
854,Robô 01,operando,75.69,5.27,317
855,Robô 01,Manutenção,76.56,3.7,24
856,  Esteira 01  ,parado,69.43,2.52,0
857,  Bomba 02  ,Em manutenção,77.78,2.49,4
858,  Motor 01,manutencao,65.53,3.47,1
859,Motor 03 ,Desligado,78.75,3.9,0
860,  Esteira 02,parado,60.21,3.41,0
861,Bomba 01,parado,62.99,2.0,0
862,Robô 02,MANUTENÇÃO,66.95,2.79,27
863,Motor 02 ,Manut.,61.21,3.09,21
864,Esteira 02  ,operando,63.85,5.34,277
865,  Bomba 02  ,Operando,58.47,3.3,214
866,Bomba 02  ,Em operação,70.78,2.96,353
867,Bomba 01,Desligado,69.73,2.71,0
868,Motor 01,Fora de operação,59.86,2.39,0
869,Motor 02 ,Ligado,66.84,0.94,268
870,  Esteira 01,Manut.,61.9,2.15,5
871, Motor 03,Fora de operação,69.34,2.53,0
872,  Motor 03  ,MANUTENÇÃO,64.87,2.96,24
873,  Robô 01,Manutenção,61.48,2.85,2
874,Esteira 02,Ligado,65.76,1.96,264
875, Bomba 01,Manutenção,65.2,2.72,19
876, Motor 02,Parado,60.78,3.18,0
877,  Esteira 02  ,Fora de operação,72.21,4.16,0
878,  Bomba 01,OPERANDO,72.26,3.12,236
879,Bomba 02 ,Em manutenção,60.29,4.27,10
880,  Compressor 01,PARADO,63.23,3.76,0
881,Robô 01,OPERANDO,65.23,2.77,251
882,Motor 03  ,Ligado,65.79,5.18,199
883,Motor 02,Em manutenção,65.24,3.09,18
884,  Robô 02,MANUTENÇÃO,54.14,1.93,17
885,Esteira 02  ,Manut.,74.91,3.09,24
886,Motor 03 ,parado,69.01,4.8,0
887, Esteira 02,PARADO,63.95,3.1,0
888,Bomba 01  ,Operando,59.91,1.44,386
889,  Robô 02  ,OPERANDO,67.17,2.55,220
890,Motor 03  ,Fora de operação,57.11,0.89,0
891,Compressor 01 ,Operando,68.58,4.23,196
892,Esteira 02 ,Ligado,71.59,3.28,412
893,  Bomba 01,PARADO,79.58,2.08,0
894,  Motor 01  ,Parado,81.67,4.69,0
895,  Esteira 02  ,Em operação,58.99,2.48,276
896,Bomba 02 ,Fora de operação,59.41,1.54,0
897,Robô 01 ,parado,71.9,2.98,0
898,Bomba 02 ,Em manutenção,72.45,2.25,15
899,Robô 02,Desligado,72.56,2.37,0
900,Esteira 01,Desligado,64.01,2.56,0
901, Motor 03,Parado,56.66,2.0,0
902,  Esteira 01,MANUTENÇÃO,65.34,3.53,21
903,  Compressor 01,Ligado,58.49,2.32,285
904, Motor 01,Operando,73.51,4.06,214
905,Robô 01,Manut.,64.87,2.95,8
906,Motor 03  ,parado,59.69,2.35,0
907,  Motor 01  ,manutencao,63.99,2.41,2
908,  Esteira 01,Fora de operação,81.05,3.01,0
909, Motor 03,Em manutenção,63.71,3.4,18
910,Motor 03  ,Manutenção,62.77,3.06,21
911,  Bomba 01,Fora de operação,62.74,2.71,0
912, Bomba 02,operando,75.47,3.23,412
913,  Robô 01  ,parado,71.42,1.89,0
914,  Motor 03,Manut.,65.52,2.91,25
915,Robô 01  ,MANUTENÇÃO,72.94,3.87,4
916,Robô 02  ,Em manutenção,83.49,3.12,21
917,Bomba 02  ,parado,65.57,3.32,0
918,  Robô 01,Ligado,74.44,2.67,376
919,Bomba 02 ,Fora de operação,72.14,1.04,0
920,Robô 02,parado,72.31,3.95,0
921,Esteira 01,Em operação,59.85,2.37,245
922,Esteira 01,manutencao,66.97,2.98,16
923,Motor 02  ,Operando,63.64,3.58,385
924,  Bomba 01,Parado,72.78,3.75,0
925,Robô 02 ,Em operação,71.5,2.27,273
926,Robô 02 ,Manutenção,63.22,3.51,17
927,  Robô 01,OPERANDO,60.89,4.03,244
928,Esteira 02  ,Parado,68.07,2.1,0
929,  Motor 03  ,operando,66.9,2.01,359
930,Motor 03,Ligado,54.72,3.01,385
931,Robô 01  ,manutencao,66.09,2.8,12
932,Motor 01,Em manutenção,76.76,4.91,13
933,Motor 02,Em operação,67.5,3.5,189
934,  Bomba 02,Fora de operação,63.8,2.42,0
935,Robô 02,MANUTENÇÃO,71.28,1.81,14
936, Motor 01,Em manutenção,60.02,1.6,9
937,Esteira 01,MANUTENÇÃO,60.16,2.4,7
938, Robô 02,Manutenção,72.04,3.27,0
939,Motor 03,Em operação,68.21,2.18,281
940,Bomba 02  ,Ligado,55.63,2.92,197
941,Motor 02  ,Em operação,65.66,1.83,329
942,Bomba 01 ,Em manutenção,65.42,4.45,6
943,  Compressor 01,Fora de operação,71.34,3.12,0
944,Robô 01,Desligado,72.25,3.47,0
945,Motor 02  ,Em operação,76.13,1.81,327
946,  Esteira 02  ,PARADO,75.8,2.83,0
947,Esteira 01 ,MANUTENÇÃO,59.48,3.38,18
948,  Motor 01,operando,66.66,4.08,381
949,  Esteira 01  ,manutencao,67.77,3.96,30
950,Bomba 01  ,Desligado,80.2,3.22,0
951,Esteira 01 ,operando,57.63,4.09,267
952,Motor 02  ,Manut.,69.64,3.88,6
953,Robô 02 ,OPERANDO,77.03,2.61,412
954,  Esteira 01,manutencao,70.55,4.65,27
955, Esteira 02,Ligado,68.55,3.82,338
956, Bomba 01,MANUTENÇÃO,79.33,4.5,21
957,Compressor 01  ,Operando,67.78,1.86,190
958,Compressor 01 ,Fora de operação,61.02,5.06,0
959,Robô 02 ,PARADO,71.87,4.65,0
960,Robô 01 ,parado,68.6,4.39,0
961,Motor 01  ,MANUTENÇÃO,52.31,4.2,1
962,Robô 01 ,parado,74.74,1.77,0
963,Compressor 01,manutencao,60.94,3.0,0
964,  Motor 01  ,Ligado,64.66,3.42,272
965,Robô 02 ,OPERANDO,62.09,2.88,300
966,Robô 02 ,Parado,69.97,4.06,0
967,  Bomba 02  ,MANUTENÇÃO,57.45,4.51,8
968, Compressor 01,Fora de operação,73.23,4.06,0
969,Esteira 01,manutencao,66.36,3.83,13
970, Bomba 02,OPERANDO,70.55,1.54,301
971, Motor 01,parado,43.96,3.11,0
972,Robô 01  ,manutencao,63.76,4.16,8
973,Robô 01  ,Operando,58.39,4.01,195
974,Esteira 01 ,PARADO,68.67,2.72,0
975,Bomba 01 ,Parado,61.29,4.08,0
976,Esteira 02 ,Operando,61.47,3.59,353
977, Robô 02,Fora de operação,58.0,2.44,0
978,Motor 03 ,Parado,63.2,4.16,0
979,Compressor 01,parado,61.09,2.37,0
980, Motor 03,Manutenção,69.25,2.25,20
981,Robô 02  ,parado,68.57,2.79,0
982,Motor 03 ,Ligado,63.04,4.44,361
983,Esteira 02  ,Manutenção,55.41,4.38,24
984,  Bomba 01  ,Fora de operação,59.41,2.96,0
985, Motor 03,Em manutenção,78.17,3.33,21
986,  Esteira 02  ,manutencao,66.99,2.41,12
987,Motor 02,operando,74.31,2.66,193
988,  Motor 01,Desligado,67.27,2.68,0
989,Esteira 02  ,OPERANDO,80.99,4.27,279
990, Esteira 02,Ligado,66.41,2.02,212
991,Motor 03  ,Em manutenção,67.9,3.33,11
992,  Bomba 01,PARADO,75.62,2.9,0
993,Esteira 02  ,PARADO,78.27,4.93,0
994, Robô 01,Fora de operação,58.92,2.29,0
995,  Robô 02,Desligado,61.48,2.15,0
996,  Bomba 01,Desligado,67.43,3.53,0
997,Esteira 02 ,parado,66.63,3.95,0
998,Motor 01  ,Em manutenção,67.2,2.56,9
999,Compressor 01  ,Operando,63.9,2.02,373
1000,Compressor 01 ,Operando,68.25,1.32,332
1001,Esteira 01,Desligado,61.94,3.83,0
1002,  Robô 01,parado,67.01,4.68,0
1003,  Bomba 02,Ligado,66.4,4.14,241
1004,Robô 01  ,MANUTENÇÃO,65.08,2.35,20
1005,Robô 01 ,parado,68.0,3.45,0
1006,Motor 03 ,operando,60.67,2.05,249
1007,  Robô 02,Ligado,65.27,3.62,316
1008, Motor 01,operando,66.27,3.61,292
1009, Motor 01,operando,71.77,4.05,267
1010,Bomba 02 ,MANUTENÇÃO,74.54,0.2,14
1011,Motor 01 ,operando,76.55,1.05,194
1012,  Esteira 02,operando,62.73,2.93,409
1013,  Esteira 02,Em manutenção,85.91,3.31,22
1014,  Esteira 01,MANUTENÇÃO,72.21,2.98,1
1015,  Esteira 01,manutencao,68.12,1.9,6
1016,  Compressor 01,Manutenção,82.94,2.53,5
1017,  Motor 01  ,Manut.,63.6,2.94,15
1018, Esteira 02,Parado,77.63,1.8,0
1019,Esteira 01,Ligado,62.84,2.44,222
1020,Esteira 02  ,operando,62.86,3.55,190
1021,  Robô 02  ,PARADO,65.47,2.56,0
1022, Motor 02,OPERANDO,56.35,3.1,266
1023,Motor 01,Parado,60.31,1.87,0
1024, Motor 02,PARADO,69.15,5.91,0
1025,  Bomba 01,manutencao,70.75,4.53,11
1026,Motor 03 ,Manut.,77.63,3.48,17
1027,Esteira 02  ,manutencao,57.96,3.18,17
1028,Bomba 01 ,manutencao,53.2,3.5,19
1029, Robô 01,operando,59.5,2.89,389
1030,Esteira 02  ,Parado,55.39,3.59,0
1031,  Robô 01,manutencao,67.54,3.28,27
1032,Bomba 01  ,Ligado,65.91,3.43,317
1033, Bomba 02,Desligado,62.14,1.54,0
1034,Motor 03  ,Em operação,62.59,4.38,208
1035,Motor 02  ,Manutenção,79.14,3.87,4
1036,Motor 03,Ligado,70.57,3.51,188
1037,  Robô 02  ,Em manutenção,60.79,3.85,19
1038,Robô 02 ,Operando,60.62,4.12,198
1039, Motor 01,Manutenção,52.32,3.21,2
1040,  Compressor 01  ,Operando,59.59,4.36,407
1041,Bomba 02 ,MANUTENÇÃO,63.63,1.3,8
1042,Robô 01,manutencao,72.39,3.46,30
1043,Esteira 01  ,operando,71.08,3.53,278
1044, Esteira 01,Desligado,61.98,2.02,0
1045,Motor 03  ,manutencao,56.17,2.51,24
1046,Robô 02 ,Manutenção,56.99,3.48,28
1047, Motor 02,MANUTENÇÃO,70.0,4.02,10
1048,Motor 03  ,Fora de operação,60.89,3.43,0
1049,Bomba 01  ,Parado,71.05,2.25,0
1050,  Bomba 02  ,Parado,60.0,2.29,0
1051,  Esteira 01,MANUTENÇÃO,56.01,2.59,11
1052,  Compressor 01,parado,68.86,3.1,0
1053,Esteira 02  ,Operando,44.95,2.75,257
1054,Motor 01 ,Ligado,68.33,3.95,377
1055,Esteira 02  ,Desligado,52.02,2.31,0
1056,Motor 03,Operando,63.05,3.24,247
1057,Bomba 01  ,Ligado,68.36,4.92,203
1058,  Robô 02,Fora de operação,76.91,2.3,0
1059,  Bomba 01,OPERANDO,52.05,3.26,359
1060,Robô 02,Fora de operação,65.79,2.88,0
1061,  Robô 02,operando,69.97,0.88,265
1062,  Bomba 01,parado,70.21,2.88,0
1063,  Esteira 01  ,Manutenção,76.41,1.24,20
1064,Bomba 02,Em operação,60.93,2.97,324
1065,Motor 03 ,Desligado,65.7,2.55,0
1066,  Bomba 02,MANUTENÇÃO,60.14,2.43,7
1067,Bomba 02 ,MANUTENÇÃO,64.06,3.43,2
1068,Compressor 01  ,manutencao,73.73,3.41,2
1069,Bomba 02  ,parado,67.55,2.58,0
1070,  Motor 03,Desligado,69.25,4.05,0
1071, Robô 02,Desligado,58.48,2.01,0
1072, Esteira 01,operando,66.24,4.15,355
1073,Robô 02,operando,63.53,2.17,269
1074,Esteira 01 ,Parado,65.71,2.98,0
1075, Esteira 02,Parado,51.15,1.07,0
1076,Compressor 01  ,OPERANDO,52.2,3.93,239
1077,  Esteira 01  ,Parado,73.3,4.44,0
1078,Motor 02,manutencao,83.08,3.92,29
1079,Motor 03 ,Operando,60.01,4.6,258
1080,  Compressor 01,Operando,61.35,4.53,234
1081,Esteira 01  ,Desligado,67.02,1.84,0
1082,  Robô 02  ,OPERANDO,63.48,1.7,276
1083,  Robô 02  ,Desligado,71.12,3.26,0
1084, Esteira 02,MANUTENÇÃO,65.16,2.35,14
1085,Motor 01,parado,61.49,1.85,0
1086,Bomba 01,Operando,63.17,5.1,278
1087,  Esteira 01,Desligado,70.17,3.03,0
1088,  Bomba 01,Em manutenção,64.54,2.85,6
1089,  Robô 01,Desligado,68.31,3.01,0
1090,Esteira 01  ,Em operação,63.49,3.97,220
1091,Motor 01 ,Manutenção,61.14,4.22,7
1092,Robô 01 ,MANUTENÇÃO,72.0,3.39,12
1093,Motor 01  ,Em operação,67.98,4.0,280
1094,Motor 03,manutencao,53.85,4.82,19
1095,  Esteira 01,Ligado,60.38,2.63,259
1096,Robô 02 ,PARADO,62.4,2.92,0
1097,Motor 03  ,Desligado,65.11,2.48,0
